GENDER,AGE_GROUP,reduce_GBN_CD,CT_PY_CYCLE_CD,CT_PY_PD,mean_AMT,GBN_CD_1,GBN_CD_2,GBN_CD_3,GBN_CD_4,보험계약건수,해지율,만기율,청구건수,계약유지율,코사인군집
2,7,7,2,3,240.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,3
2,5,3,1,0,46.0,1,0,1,0,10.0,0.4,0.0,0.0,100.0,1
2,5,3,2,20,5.0,0,1,1,0,4.0,0.25,0.0,0.0,3.75,2
1,2,1,2,20,82.33333333333333,1,1,1,0,12.0,0.92,0.0,2.0,12.916666666666668,2
2,6,8,2,10,50.0,0,1,0,0,14.0,0.0,0.29,0.0,100.0,1
1,3,2,2,10,29.0,0,1,1,0,3.0,0.33,0.0,0.0,100.0,4
1,3,3,2,20,23.0,1,1,1,0,6.0,0.33,0.0,0.0,100.0,4
2,5,2,2,5,47.0,0,1,1,0,19.0,0.47,0.0,0.0,100.0,1
2,6,3,1,0,120.0,1,0,1,0,4.0,0.25,0.0,0.0,100.0,0
2,5,8,2,5,28.0,0,0,0,1,4.0,0.0,0.25,2.0,100.0,4
1,5,7,2,10,330.0,1,0,0,0,7.0,0.14,0.0,1.0,100.0,3
2,4,7,2,3,170.0,1,0,0,0,4.0,0.0,0.25,1.0,100.0,3
2,6,2,2,20,83.0,0,1,0,0,11.0,0.18,0.0,3.0,100.0,0
2,2,3,2,20,8.0,1,1,1,1,17.0,0.24,0.24,0.0,100.0,4
2,6,2,2,5,49.0,0,1,1,0,5.0,0.2,0.0,0.0,100.0,1
2,2,2,2,10,27.0,0,1,1,0,3.0,0.0,0.0,1.0,100.0,4
2,7,1,2,10,19.0,1,0,0,0,5.0,0.2,0.0,3.0,69.16666666666667,4
1,3,1,2,10,38.0,1,1,1,0,7.0,0.29,0.29,0.0,100.0,1
2,5,4,2,35,34.0,1,1,0,1,5.0,0.2,0.2,0.0,100.0,1
2,7,2,2,30,42.0,1,1,0,0,11.0,0.36,0.27,0.0,13.88888888888889,3
2,6,3,2,30,18.0,1,1,1,1,3.0,0.0,0.33,0.0,100.0,4
2,3,3,2,20,19.0,1,1,1,0,9.0,0.0,0.78,1.0,100.0,4
1,7,2,2,10,24.0,1,1,0,0,12.0,0.0,0.0,0.0,100.0,4
2,6,1,2,20,47.0,1,0,0,0,8.0,0.62,0.0,0.0,100.0,1
1,2,2,2,37,96.66666666666669,1,1,1,0,7.0,0.86,0.0,0.0,9.684684684684685,2
1,8,9,2,3,45.0,0,0,0,1,1.0,1.0,0.0,0.0,66.66666666666666,1
1,4,2,2,10,15.0,0,1,0,0,3.0,0.0,0.0,1.0,100.0,4
1,6,2,2,44,52.0,1,1,0,0,12.0,0.42,0.08,0.0,2.462121212121212,2
2,2,2,2,10,18.0,0,1,1,0,1.0,0.0,0.0,0.0,100.0,4
1,6,2,2,10,50.0,0,1,0,0,5.0,0.0,0.0,4.0,100.0,1
1,5,2,2,20,15.0,0,1,1,1,6.0,0.17,0.17,5.0,100.0,4
2,5,2,2,10,15.0,0,1,0,0,15.0,0.0,0.07,0.0,100.0,4
1,5,2,2,20,29.0,0,1,1,0,6.0,0.17,0.0,4.0,100.0,4
2,3,8,2,5,16.0,0,0,0,1,8.0,0.0,0.0,0.0,100.0,4
2,4,2,2,30,9.0,0,1,1,1,12.0,0.25,0.0,0.0,100.0,4
2,3,1,2,20,56.0,1,1,1,0,5.0,0.0,0.0,4.0,100.0,1
1,4,3,2,20,7.0,0,1,1,0,8.0,0.12,0.0,5.0,100.0,4
1,4,7,2,10,39.0,1,0,0,1,12.0,0.33,0.08,0.0,100.0,1
2,5,2,2,10,37.0,0,1,1,0,3.0,0.0,0.0,4.0,100.0,1
1,7,2,2,10,43.0,0,1,0,0,23.0,0.13,0.0,0.0,100.0,1
2,6,3,2,20,2.0,0,1,1,0,19.0,0.16,0.11,1.0,100.0,4
1,5,7,2,7,550.0,1,0,0,0,14.0,0.14,0.29,1.0,100.0,2
2,3,3,2,20,11.5,1,0,0,0,8.0,0.12,0.0,0.0,100.0,4
1,3,3,2,5,180.0,1,0,0,0,11.0,0.18,0.27,1.0,100.0,3
1,2,3,2,20,23.0,1,1,1,0,15.0,0.33,0.0,0.0,100.0,4
1,6,6,1,0,100.0,1,0,0,1,5.0,0.0,0.6,1.0,100.0,0
2,3,1,2,5,400.0,1,0,0,0,15.0,0.4,0.0,0.0,100.0,3
2,2,7,2,31,60.0,1,0,0,0,6.0,0.0,0.0,0.0,100.0,1
2,8,2,2,26,22.0,0,1,0,0,2.0,0.5,0.0,0.0,100.0,4
2,6,7,2,10,65.0,1,0,0,0,5.0,0.2,0.0,2.0,100.0,1
2,4,4,2,20,60.0,1,0,0,0,13.0,0.46,0.08,0.0,100.0,1
1,6,5,2,20,28.0,1,1,1,1,9.0,0.0,0.0,0.0,100.0,4
2,6,2,2,32,18.0,0,1,0,0,1.0,1.0,0.0,0.0,14.0625,3
2,2,3,1,0,71.0,1,0,1,0,4.0,0.0,0.25,0.0,100.0,0
2,5,3,2,20,7.0,0,1,1,0,3.0,0.0,0.33,0.0,100.0,4
2,6,2,2,5,45.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,1
1,5,2,2,20,180.0,0,1,1,1,6.0,0.17,0.17,5.0,100.0,3
1,5,2,2,10,25.0,0,1,0,0,10.0,0.2,0.0,3.0,100.0,4
1,5,2,2,20,36.0,0,1,1,0,5.0,0.0,0.0,2.0,100.0,1
1,7,1,2,9,230.0,1,0,0,0,12.0,0.0,0.0,0.0,100.0,3
2,7,2,2,20,41.0,1,1,0,0,5.0,0.0,0.2,0.0,100.0,1
2,4,1,2,10,81.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,0
1,4,8,2,27,40.0,0,0,1,1,5.0,0.0,0.0,0.0,100.0,1
2,5,3,2,20,8.0,0,1,1,0,18.0,0.22,0.17,2.0,100.0,4
2,5,2,2,10,16.0,0,1,0,0,15.0,0.4,0.0,0.0,100.0,4
2,6,2,2,10,58.0,0,1,0,0,7.0,0.29,0.0,1.0,100.0,1
1,6,3,1,0,34.0,1,0,1,0,4.0,0.25,0.0,0.0,100.0,1
2,7,3,2,20,22.0,1,1,1,1,8.0,0.25,0.25,0.0,100.0,4
1,6,2,2,10,57.0,0,1,1,0,6.0,0.5,0.17,0.0,100.0,1
1,7,7,2,10,84.0,1,0,0,0,3.0,0.0,0.0,1.0,100.0,0
2,8,2,2,10,50.0,0,1,0,0,6.0,0.0,0.5,0.0,100.0,1
2,5,4,2,20,74.0,1,0,0,0,7.0,0.0,0.29,5.0,100.0,0
2,7,1,2,15,94.0,1,1,1,0,5.0,0.0,0.4,0.0,100.0,0
1,7,3,2,15,19.0,1,1,1,0,8.0,0.12,0.0,0.0,100.0,4
1,5,3,2,20,3.0,1,0,1,0,9.0,0.22,0.44,0.0,100.0,4
1,2,2,2,10,15.0,0,1,0,0,9.0,0.33,0.0,2.0,100.0,4
2,3,1,2,10,14.0,1,0,0,0,15.0,0.07,0.53,0.0,100.0,4
2,6,2,2,10,24.0,0,1,0,0,5.0,0.4,0.2,4.0,100.0,4
2,7,3,2,10,18.0,1,1,1,1,5.0,0.0,0.2,0.0,100.0,4
2,4,1,2,10,180.0,1,0,0,0,15.0,0.27,0.0,1.0,100.0,3
1,3,5,2,20,14.0,1,0,1,1,6.0,0.17,0.17,1.0,100.0,4
2,4,7,2,10,61.0,1,0,0,1,12.0,0.17,0.08,1.0,100.0,1
1,4,3,2,20,10.0,0,1,1,0,5.0,0.2,0.2,3.0,100.0,4
2,7,2,2,10,30.0,0,1,0,0,12.0,0.0,0.0,0.0,100.0,1
1,3,3,2,30,13.0,1,0,1,0,12.0,0.17,0.25,0.0,100.0,4
1,6,2,2,10,55.0,0,1,0,0,9.0,0.22,0.11,2.0,100.0,1
1,6,2,2,10,90.0,0,1,0,0,13.0,0.23,0.15,0.0,100.0,0
1,6,8,2,20,65.0,0,1,1,0,4.0,0.25,0.25,0.0,100.0,1
1,2,1,2,20,33.5,1,1,0,0,1.0,0.0,0.0,0.0,100.0,1
1,4,2,2,10,41.0,0,1,0,0,5.0,0.2,0.0,0.0,27.500000000000004,0
2,2,2,2,10,17.0,0,1,1,0,5.0,0.0,0.0,4.0,100.0,4
2,3,3,2,20,5.0,0,1,1,0,10.0,0.1,0.3,0.0,100.0,4
2,4,7,2,5,120.0,1,0,0,1,11.0,0.0,0.0,0.0,100.0,0
2,6,3,2,20,5.0,0,1,1,0,5.0,0.0,0.0,0.0,100.0,4
2,5,2,2,10,170.0,0,1,1,0,4.0,0.0,0.0,0.0,100.0,3
2,5,7,2,10,190.0,1,0,0,0,16.0,0.25,0.19,2.0,100.0,3
1,5,5,2,15,13.0,1,0,1,1,16.0,0.19,0.0,2.0,100.0,4
1,3,4,2,30,46.0,1,1,0,0,6.0,0.0,0.0,2.0,100.0,1
1,4,1,2,10,53.0,1,1,1,0,22.0,0.0,0.0,0.0,100.0,1
2,2,7,2,20,110.0,1,0,0,0,3.0,0.33,0.33,0.0,100.0,0
1,3,1,2,10,19.0,1,0,0,0,5.0,0.4,0.0,4.0,100.0,4
1,6,2,2,10,110.0,0,1,0,0,4.0,0.25,0.0,1.0,100.0,0
2,6,7,2,5,100.0,1,0,0,1,6.0,0.17,0.0,0.0,100.0,0
1,5,8,2,5,43.0,0,0,0,1,9.0,0.11,0.67,1.0,100.0,1
1,7,2,2,10,63.0,0,1,0,0,4.0,0.0,0.25,0.0,100.0,1
2,6,7,1,0,5000.0,1,0,0,0,4.0,0.0,0.0,0.0,100.0,2
2,4,5,2,20,9.0,1,0,1,1,15.0,0.13,0.13,1.0,100.0,4
2,2,1,2,20,140.0,1,1,1,1,5.0,0.2,0.0,0.0,100.0,0
2,6,8,2,5,55.0,0,0,0,1,7.0,0.29,0.0,1.0,100.0,1
2,5,5,2,3,17.0,1,1,1,1,5.0,0.0,0.2,4.0,100.0,4
1,7,2,2,31,22.0,1,1,0,0,6.0,0.0,0.67,0.0,100.0,4
2,4,7,2,20,17.0,1,0,0,1,4.0,0.25,0.25,2.0,100.0,4
2,8,2,2,10,29.0,0,1,0,0,19.0,0.16,0.42,0.0,100.0,4
2,6,3,2,20,5.0,0,1,1,0,18.0,0.06,0.06,1.0,100.0,4
2,5,7,2,10,960.0,1,0,0,0,4.0,0.0,0.0,3.0,100.0,2
2,6,2,2,10,26.0,0,1,0,0,19.0,0.21,0.0,0.0,100.0,4
1,4,2,2,15,120.0,1,1,0,0,3.0,0.0,0.33,2.0,100.0,0
2,5,3,2,20,7.0,0,1,1,0,5.0,0.2,0.0,2.0,100.0,4
1,3,2,2,10,10.0,0,1,0,0,4.0,0.0,0.25,0.0,100.0,4
2,7,2,2,10,58.0,0,1,0,0,3.0,0.0,0.0,3.0,100.0,1
2,2,2,2,10,16.0,0,1,1,0,4.0,0.0,0.0,1.0,100.0,4
1,6,3,2,20,5.0,0,1,1,0,8.0,0.0,0.0,0.0,100.0,4
2,6,2,2,10,33.0,0,1,0,0,7.0,0.29,0.0,1.0,100.0,1
2,3,2,2,20,32.0,1,1,1,0,3.0,0.0,0.67,0.0,100.0,1
2,7,7,2,3,340.0,1,0,0,0,7.0,0.0,0.0,0.0,100.0,3
2,7,7,2,3,180.0,1,0,0,0,5.0,0.0,0.2,0.0,100.0,3
2,4,2,2,10,56.333333333333336,0,1,1,0,6.0,0.67,0.0,0.0,29.166666666666668,3
2,5,7,2,5,180.0,1,0,0,0,8.0,0.12,0.0,4.0,100.0,3
1,5,2,2,10,63.66666666666666,0,1,1,0,2.0,0.0,0.0,0.0,100.0,1
2,3,3,2,20,12.0,1,1,1,0,4.0,0.0,0.25,0.0,100.0,4
2,6,9,2,3,27.0,0,0,0,1,4.0,0.25,0.0,0.0,86.11111111111111,1
1,5,2,2,20,87.0,1,1,1,1,5.0,0.0,0.0,3.0,100.0,0
1,5,5,2,10,27.0,1,0,1,1,4.0,0.0,0.0,1.0,100.0,4
2,6,2,2,10,53.0,0,1,0,0,4.0,0.25,0.0,0.0,100.0,1
2,7,2,2,38,19.0,0,1,0,0,3.0,0.0,0.0,0.0,100.0,4
2,5,7,2,5,150.0,1,0,0,0,3.0,0.33,0.0,1.0,100.0,0
2,5,1,2,10,130.0,1,1,1,0,6.0,0.17,0.0,2.0,100.0,0
2,3,2,2,10,16.0,0,1,0,0,6.0,0.0,0.0,2.0,100.0,4
2,6,3,1,0,25.0,1,0,1,0,13.0,0.46,0.23,1.0,100.0,4
2,4,7,2,10,88.0,1,0,0,0,11.0,0.45,0.0,2.0,100.0,0
2,5,2,2,10,26.5,0,1,0,0,15.0,0.0,0.0,0.0,100.0,4
1,5,3,2,20,8.0,0,1,1,0,6.0,0.0,0.17,4.0,100.0,4
1,7,2,2,33,40.0,1,1,0,0,15.0,0.47,0.47,0.0,100.0,1
1,6,2,2,39,49.0,1,1,0,0,9.0,0.0,0.0,0.0,100.0,1
2,5,2,2,10,31.0,0,1,0,0,25.0,0.08,0.08,0.0,100.0,1
2,4,3,2,20,6.0,0,1,1,0,6.0,0.83,0.0,0.0,100.0,4
2,5,7,2,10,56.0,1,0,0,0,5.0,0.0,0.0,3.0,100.0,1
1,3,3,2,20,6.0,0,1,1,0,7.0,0.14,0.14,0.0,100.0,4
1,7,2,2,32,38.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,2
1,3,3,2,20,8.0,0,1,1,0,10.0,0.1,0.2,0.0,100.0,4
1,3,2,2,10,19.0,0,1,1,0,20.0,0.55,0.35,1.0,45.0,1
1,3,2,2,10,13.0,0,1,0,0,8.0,0.25,0.0,1.0,100.0,4
1,4,3,2,20,4.0,0,1,1,0,9.0,0.0,0.0,0.0,100.0,4
2,5,3,2,20,8.0,0,1,1,0,2.0,0.0,0.0,1.0,100.0,4
1,1,1,2,30,42.0,1,1,1,0,3.0,0.33,0.0,0.0,100.0,1
1,5,9,2,3,36.0,0,1,1,0,8.0,0.12,0.0,2.0,100.0,1
1,5,2,2,10,22.0,0,1,0,0,9.0,0.0,0.11,2.0,100.0,4
1,3,3,2,10,40.0,1,1,1,1,3.0,0.0,0.0,3.0,100.0,1
2,4,7,2,5,390.0,1,0,0,0,9.0,0.44,0.11,1.0,100.0,3
2,6,3,2,20,6.0,0,1,1,0,4.0,0.75,0.0,1.0,17.916666666666668,4
2,4,7,2,5,150.0,1,0,0,0,7.0,0.0,0.14,0.0,100.0,0
2,4,3,2,30,40.0,1,1,1,1,19.0,0.53,0.0,0.0,100.0,1
2,2,2,2,10,12.0,0,1,0,0,7.0,0.0,0.71,0.0,100.0,4
2,2,4,2,30,35.0,1,1,1,1,3.0,0.0,0.0,0.0,100.0,1
1,4,2,2,10,33.0,0,1,1,0,3.0,0.0,0.0,1.0,100.0,1
1,6,2,2,10,39.0,0,1,1,0,17.0,0.59,0.0,0.0,100.0,1
2,6,7,2,10,150.0,1,0,0,0,6.0,0.0,0.0,1.0,100.0,0
2,6,2,2,10,79.0,1,1,1,0,6.0,0.0,0.0,0.0,100.0,0
1,5,1,2,10,42.0,1,1,1,0,11.0,0.0,0.0,0.0,100.0,1
2,6,2,2,10,29.0,0,1,0,0,11.0,0.55,0.0,0.0,100.0,4
2,5,2,2,10,40.0,1,1,1,0,12.0,0.0,0.08,1.0,100.0,1
2,3,2,2,10,30.0,0,1,1,0,14.0,0.5,0.07,0.0,100.0,1
1,3,3,2,5,31.0,1,0,1,1,13.0,0.08,0.0,0.0,100.0,1
1,2,2,2,10,12.0,0,1,0,0,5.0,0.8,0.0,1.0,45.0,4
1,2,1,2,10,240.0,1,0,0,0,8.0,0.12,0.38,0.0,100.0,3
2,6,2,2,20,16.0,0,1,1,1,6.0,0.0,0.0,0.0,100.0,4
1,5,3,2,20,8.0,0,1,1,0,4.0,0.5,0.0,0.0,100.0,4
2,6,1,2,10,54.0,1,0,0,0,7.0,0.29,0.14,1.0,100.0,1
2,1,2,2,10,15.0,0,1,1,0,3.0,0.0,0.0,0.0,100.0,4
2,4,8,2,30,24.0,1,0,0,1,18.0,0.06,0.56,2.0,100.0,4
1,3,2,2,10,10.0,0,1,0,0,4.0,0.0,0.0,0.0,100.0,4
1,7,2,2,25,37.0,1,1,0,0,8.0,0.0,0.0,1.0,100.0,1
2,6,3,2,20,24.0,1,1,1,0,21.0,0.24,0.19,0.0,100.0,4
1,3,2,2,10,50.0,1,1,1,0,2.0,0.0,0.5,4.0,100.0,1
2,5,2,2,10,20.0,0,1,0,0,11.0,0.27,0.0,4.0,100.0,4
1,4,3,2,20,12.0,0,1,1,0,10.0,0.1,0.2,1.0,100.0,4
1,6,7,2,10,54.0,1,0,0,1,11.0,0.18,0.0,4.0,100.0,1
1,6,1,2,20,34.666666666666664,1,0,0,0,3.0,0.33,0.0,2.0,100.0,1
1,6,2,2,10,26.0,0,1,0,0,5.0,0.0,0.0,1.0,100.0,4
1,2,2,2,10,27.0,1,1,1,0,4.0,0.0,0.0,1.0,100.0,4
2,3,3,2,20,14.0,1,1,1,0,5.0,0.0,0.0,2.0,100.0,4
2,5,3,2,20,7.0,0,1,1,0,7.0,0.14,0.0,0.0,100.0,4
1,7,2,2,10,27.0,0,1,0,0,12.0,0.33,0.17,1.0,100.0,4
2,6,1,2,20,52.0,1,0,0,0,4.0,0.0,0.0,0.0,100.0,1
1,6,3,2,20,6.0,0,1,1,0,7.0,0.0,0.29,0.0,100.0,4
2,2,1,2,20,63.0,1,1,1,0,4.0,0.25,0.5,1.0,100.0,1
1,7,2,2,10,35.0,0,1,0,0,7.0,0.43,0.0,0.0,100.0,1
2,5,8,2,5,37.0,0,0,0,1,12.0,0.17,0.0,1.0,100.0,1
2,6,1,2,10,62.0,1,1,1,0,6.0,0.67,0.0,0.0,60.0,0
2,6,2,2,10,31.0,0,1,0,0,7.0,0.14,0.0,3.0,0.0,2
1,2,1,2,30,66.5,1,1,1,0,4.0,0.0,0.0,0.0,100.0,1
1,5,3,1,0,34.0,1,0,1,0,10.0,0.3,0.1,0.0,100.0,1
2,6,1,2,10,38.0,1,1,1,1,10.0,0.2,0.0,0.0,100.0,1
1,2,8,2,5,15.0,0,0,0,1,15.0,0.33,0.0,0.0,100.0,4
1,4,2,2,10,48.0,0,1,0,0,22.0,0.0,0.0,0.0,100.0,1
2,6,3,2,20,44.0,1,1,1,1,11.0,0.18,0.0,3.0,100.0,1
1,5,3,2,20,5.0,0,1,1,0,8.0,0.38,0.0,0.0,100.0,4
2,1,8,2,10,22.0,0,0,0,1,6.0,0.0,0.0,1.0,5.0,2
2,3,8,2,14,290.0,0,0,0,1,10.0,0.1,0.0,2.0,100.0,3
2,3,1,2,10,70.0,1,1,1,0,3.0,0.0,0.33,0.0,100.0,1
2,6,2,2,20,19.0,0,1,0,0,14.0,0.07,0.07,5.0,100.0,4
1,2,2,2,10,19.0,0,1,1,0,6.0,0.17,0.0,1.0,100.0,4
2,5,7,2,5,1500.0,1,0,0,0,12.0,0.0,0.08,3.0,100.0,2
2,8,2,2,10,41.0,0,1,0,0,5.0,0.0,0.0,0.0,100.0,1
1,5,2,2,41,29.0,1,0,1,0,8.0,0.5,0.0,1.0,100.0,4
2,6,3,2,20,7.0,0,1,1,0,6.0,0.0,0.0,0.0,100.0,4
1,7,2,2,33,46.0,1,1,0,0,12.0,0.08,0.08,4.0,100.0,1
1,5,7,2,10,35.0,1,0,0,0,12.0,0.17,0.0,3.0,100.0,1
1,6,3,2,20,5.0,0,1,1,0,3.0,0.0,0.0,5.0,100.0,4
2,6,2,2,10,30.0,0,1,0,0,19.0,0.11,0.0,2.0,98.33333333333331,1
2,6,2,2,38,14.0,0,1,0,0,7.0,0.14,0.0,0.0,100.0,4
2,2,8,2,5,21.0,0,0,0,1,10.0,0.8,0.1,0.0,45.0,1
1,6,2,2,10,24.0,0,1,0,0,6.0,0.0,0.0,1.0,100.0,4
1,4,7,2,5,140.0,1,0,0,1,7.0,0.0,0.14,0.0,100.0,0
2,2,1,2,10,75.0,1,1,1,0,5.0,0.2,0.2,0.0,100.0,0
2,5,2,2,10,23.0,0,1,0,0,12.0,0.17,0.0,3.0,17.5,0
2,6,7,2,5,120.0,1,0,0,1,4.0,0.0,0.0,1.0,100.0,0
2,2,2,2,30,9.0,0,1,1,1,5.0,0.0,0.2,0.0,100.0,4
2,6,2,2,10,23.0,0,1,0,0,2.0,0.0,0.0,2.0,100.0,4
2,2,7,2,10,540.0,1,0,0,1,21.0,0.05,0.14,0.0,100.0,2
1,2,1,2,30,120.0,1,1,1,0,11.0,0.91,0.0,0.0,100.0,0
2,3,7,2,2,120.0,1,0,0,0,7.0,0.0,0.71,1.0,100.0,0
2,3,5,2,20,10.0,1,0,1,1,19.0,0.0,0.16,0.0,100.0,4
2,5,2,2,20,13.0,0,1,1,0,10.0,0.3,0.0,1.0,11.666666666666666,3
2,3,1,2,20,50.0,1,1,1,0,6.0,0.33,0.0,0.0,100.0,1
1,5,3,2,20,17.0,1,1,1,0,9.0,0.11,0.0,0.0,100.0,4
2,7,2,2,20,38.0,1,1,0,0,2.0,0.0,0.0,0.0,100.0,1
2,5,7,2,10,480.0,1,0,0,0,12.0,0.33,0.0,2.0,100.0,2
2,3,2,2,20,72.0,1,1,1,0,3.0,0.0,0.0,0.0,100.0,1
1,4,2,2,10,27.0,0,1,0,0,19.0,0.63,0.05,1.0,100.0,4
1,7,2,2,29,41.0,1,0,1,0,7.0,0.0,0.0,0.0,100.0,1
1,2,1,2,10,25.0,1,1,1,0,6.0,0.5,0.0,0.0,100.0,4
2,3,7,2,20,110.0,1,0,0,0,5.0,0.0,0.0,1.0,100.0,0
2,6,7,2,3,240.0,1,0,0,0,25.0,0.16,0.16,0.0,100.0,3
1,5,1,2,20,22.0,1,0,0,0,18.0,0.61,0.22,1.0,100.0,4
1,2,1,2,20,29.0,1,0,0,0,7.0,0.0,0.0,0.0,100.0,4
2,5,7,2,10,1000.0,1,0,0,0,5.0,0.2,0.6,0.0,58.333333333333336,2
1,3,2,2,10,10.0,0,1,0,0,2.0,0.0,0.0,1.0,100.0,4
1,3,1,2,10,30.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,1
2,6,7,2,10,120.0,1,0,0,0,2.0,1.0,0.0,0.0,100.0,0
1,5,2,2,10,20.0,0,1,0,0,8.0,0.25,0.38,0.0,100.0,4
2,7,2,2,10,42.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,1
2,4,1,2,20,68.0,1,1,0,0,5.0,0.2,0.4,0.0,100.0,1
2,6,3,2,20,4.0,0,1,1,0,10.0,0.0,0.3,6.0,100.0,4
2,6,2,2,15,38.0,0,1,1,0,3.0,0.0,0.0,0.0,100.0,1
2,3,2,2,30,5.0,0,1,0,0,5.0,0.4,0.2,1.0,100.0,4
1,7,3,2,20,2.0,0,1,1,0,4.0,0.0,0.0,0.0,100.0,4
2,5,1,2,20,120.0,1,1,1,0,1.0,0.0,0.0,2.0,100.0,0
1,7,2,2,10,62.0,0,1,0,0,2.0,0.0,0.0,1.0,100.0,1
2,3,2,2,10,29.0,0,1,1,0,7.0,0.57,0.0,2.0,100.0,4
2,2,1,2,20,180.0,1,1,1,1,11.0,0.55,0.09,3.0,100.0,3
1,3,8,2,15,290.0,0,0,0,1,7.0,0.0,0.29,3.0,100.0,3
2,4,8,2,10,39.0,0,1,0,0,5.0,0.0,0.2,8.0,100.0,1
2,4,7,2,10,91.0,1,0,0,0,7.0,0.0,0.14,0.0,100.0,0
2,6,2,2,10,29.0,0,1,0,0,4.0,0.75,0.0,2.0,51.66666666666667,1
2,5,2,2,10,49.0,0,1,1,0,12.0,0.17,0.42,0.0,100.0,1
1,6,2,2,5,61.0,0,1,1,0,9.0,0.22,0.0,0.0,100.0,1
2,6,3,2,20,24.0,1,1,1,1,9.0,0.22,0.0,0.0,100.0,4
2,5,2,2,10,23.0,0,1,1,0,3.0,0.0,0.0,2.0,100.0,4
2,3,3,2,20,15.0,1,1,1,0,11.0,0.27,0.0,2.0,100.0,4
1,4,3,2,10,12.0,1,1,1,1,25.0,0.24,0.0,0.0,100.0,4
1,5,1,2,10,110.0,1,1,1,0,15.0,0.07,0.0,0.0,35.0,3
2,2,2,2,20,25.0,1,1,1,0,5.0,0.6,0.0,0.0,100.0,4
1,4,2,2,10,22.0,0,1,1,0,8.0,0.12,0.25,0.0,100.0,4
1,5,3,2,20,48.0,1,1,1,0,3.0,0.0,0.0,0.0,100.0,1
1,7,7,2,10,110.0,1,0,0,0,9.0,0.33,0.0,0.0,100.0,0
2,4,3,2,20,7.0,0,1,1,0,18.0,0.06,0.67,0.0,100.0,4
2,3,1,2,10,28.0,1,1,1,0,3.0,0.67,0.33,1.0,100.0,4
1,3,7,2,2,280.0,1,0,0,0,9.0,0.56,0.0,2.0,95.83333333333334,3
2,5,7,2,3,360.0,1,0,0,0,10.0,0.3,0.0,0.0,100.0,3
2,4,1,2,26,84.0,1,0,0,0,12.0,0.75,0.0,0.0,100.0,0
2,5,2,2,20,74.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,2
1,5,7,2,10,130.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,0
1,6,2,2,10,29.0,0,1,0,0,10.0,0.3,0.0,2.0,100.0,4
2,7,2,2,10,20.0,0,1,0,0,3.0,0.0,0.33,1.0,100.0,4
1,5,3,2,20,11.0,0,0,1,0,7.0,0.0,0.0,0.0,100.0,4
2,7,3,2,20,38.0,1,1,1,0,3.0,0.33,0.0,0.0,100.0,1
1,2,5,2,20,10.0,1,0,1,1,13.0,0.0,0.08,8.0,100.0,4
1,4,2,2,10,8.0,0,1,0,0,5.0,0.0,0.0,0.0,100.0,4
2,5,7,2,20,46.0,1,0,0,1,5.0,0.0,0.0,2.0,100.0,1
2,2,3,2,20,5.0,0,1,1,0,4.0,0.0,0.0,0.0,100.0,4
2,5,8,2,11,48.0,1,0,0,1,14.0,0.14,0.43,2.0,100.0,1
1,4,2,2,10,14.0,0,1,1,0,9.0,0.22,0.11,0.0,100.0,4
1,5,2,2,10,24.0,0,1,0,0,18.0,0.11,0.17,1.0,100.0,4
2,3,1,2,10,56.0,1,1,1,0,3.0,0.0,0.0,4.0,100.0,1
2,6,2,2,10,31.0,0,1,0,0,11.0,0.18,0.0,3.0,100.0,1
1,7,2,2,10,30.0,0,1,0,0,7.0,0.14,0.0,0.0,100.0,1
1,6,1,2,5,120.0,1,0,1,0,7.0,0.0,0.0,0.0,100.0,0
2,4,7,2,10,260.0,1,0,0,0,10.0,0.0,0.0,7.0,100.0,3
2,3,7,2,5,260.0,1,0,0,0,15.0,0.4,0.0,0.0,100.0,3
2,7,2,2,26,31.666666666666668,0,1,0,0,3.0,0.33,0.67,1.0,19.55128205128205,3
1,3,1,2,30,64.0,1,1,1,0,12.0,0.17,0.25,0.0,100.0,1
1,4,2,2,10,12.0,0,1,0,0,4.0,0.0,0.0,0.0,79.16666666666666,4
1,7,3,2,20,3.0,0,1,1,0,8.0,0.12,0.0,0.0,100.0,4
1,3,7,2,3,330.0,1,0,0,0,3.0,0.67,0.0,0.0,100.0,3
2,4,2,2,20,21.0,0,1,1,0,7.0,0.14,0.0,0.0,100.0,4
2,7,3,2,20,6.0,0,1,1,0,8.0,0.12,0.0,1.0,100.0,4
1,7,2,2,10,36.0,0,1,1,0,13.0,0.15,0.0,0.0,100.0,1
2,7,1,2,5,130.0,1,0,0,0,11.0,0.36,0.27,0.0,100.0,0
2,3,3,2,20,12.0,0,1,1,0,6.0,0.0,0.0,3.0,100.0,4
1,5,2,2,10,34.0,0,1,1,0,10.0,0.0,0.0,2.0,100.0,1
1,3,7,2,5,150.0,1,0,0,0,9.0,0.0,0.56,0.0,100.0,0
2,6,7,2,10,66.0,1,0,0,1,26.0,0.04,0.0,0.0,100.0,1
